LFQ intensity 6A_1	LFQ intensity 6A_2	LFQ intensity 6A_3	LFQ intensity 6A_4	LFQ intensity 6A_5	LFQ intensity 6A_6	LFQ intensity 6A_7	LFQ intensity 6A_8	LFQ intensity 6A_9	LFQ intensity 6B_1	LFQ intensity 6B_2	LFQ intensity 6B_3	LFQ intensity 6B_4	LFQ intensity 6B_5	LFQ intensity 6B_6	LFQ intensity 6B_7	LFQ intensity 6B_8	LFQ intensity 6B_9	LFQ intensity 6C_1	LFQ intensity 6C_2	LFQ intensity 6C_3	LFQ intensity 6C_4	LFQ intensity 6C_5	LFQ intensity 6C_6	LFQ intensity 6C_7	LFQ intensity 6C_8	LFQ intensity 6C_9	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names
NaN	NaN	NaN	18.65613	19.05584	19.26785	19.48833	19.48211	19.13796	NaN	18.95282	19.44008	18.73585	19.26123	19.17755	19.3719	20.06039	19.59328	NaN	18.95784	19.35881	18.94069	18.87394	18.83951	19.17937	19.58912	19.4582	7	7	7	12.4	12.4	12.4	81.753	0	18.894	13461000	30	P36114	P36114	Mitochondrial outer membrane protein YKR018C	YKR018C
NaN	NaN	NaN	20.41431	20.35971	20.20347	20.17828	NaN	20.19087	NaN	NaN	NaN	19.69415	19.96804	19.77242	19.63389	20.21205	NaN	NaN	NaN	NaN	19.73195	19.89563	19.81311	NaN	NaN	20.0466	5	5	5	20.7	20.7	20.7	31.022	0	34.073	19910000	33	P36136	P36136	Sedoheptulose 1,7-bisphosphatase	SHB17
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.71237	NaN	NaN	NaN	2	2	2	10.6	10.6	10.6	31.246	0.0022091	3.8007	1022700	2	P36139	P36139	Protein PET10	PET10
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.64808	NaN	NaN	NaN	NaN	NaN	2	2	2	8.3	8.3	8.3	22.129	0.0036417	3.6881	3222100	4	P36149	P36149	Trafficking protein particle complex subunit BET3	BET3
NaN	NaN	NaN	17.60892	18.19311	17.90413	NaN	NaN	NaN	NaN	NaN	NaN	17.74031	17.90513	17.63906	NaN	NaN	NaN	NaN	NaN	NaN	17.2175	17.91754	17.72161	NaN	NaN	NaN	4	4	4	14.9	14.9	14.9	38.542	0	10.862	3120200	13	P36152	P36152	Fe-S cluster assembly protein DRE2	DRE2
NaN	NaN	NaN	18.95458	19.19905	19.05197	18.8626	19.52285	19.06569	NaN	NaN	NaN	18.88154	19.13029	19.19518	19.02969	19.40204	19.11419	NaN	NaN	NaN	18.98843	19.19381	18.95694	18.98354	19.3292	18.9467	3	3	3	9	9	9	39.598	0	9.1847	8421700	19	P36160	P36160	Ribosome biogenesis protein RPF2	RPF2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.12679	2	2	2	2.4	2.4	2.4	133.32	0.00081169	5.0032	6020800	10	P36161	P36161	Nucleoporin NUP133	NUP133
NaN	24.09063	24.32224	24.08464	24.45048	24.26814	24.12707	24.16753	23.89551	NaN	23.62199	23.62678	24.17539	24.36706	24.29915	23.97535	24.18533	24.00453	23.27569	23.34503	24.55894	24.38837	24.24967	24.24569	24.31707	23.95216	23.93049	12	12	12	28.4	28.4	28.4	44.019	0	67.778	396250000	79	P36421	P36421	Tyrosine--tRNA ligase, cytoplasmic	TYS1
NaN	NaN	NaN	19.16035	19.31194	19.29251	NaN	NaN	NaN	NaN	NaN	NaN	18.87709	19.14243	19.27903	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	1.9	1.9	1.9	127.11	0.0036049	3.5491	7074100	5	P36775	P36775	Lon protease homolog, mitochondrial	PIM1
NaN	NaN	NaN	17.79271	16.97802	17.212	NaN	NaN	NaN	NaN	NaN	NaN	17.12596	17.09558	16.99777	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.83269	16.99336	NaN	NaN	NaN	4	3	3	10.7	8.6	8.6	63.088	0	8.3632	1613200	4	P37012	P37012	Phosphoglucomutase 2	PGM2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.941	NaN	NaN	NaN	NaN	NaN	3	3	3	12.7	12.7	12.7	34.501	0.00088731	6.2099	2144000	9	P37262;P50278	P37262	6-phosphogluconolactonase-like protein 2	SOL2
19.28776	NaN	NaN	18.6221	18.72244	19.26602	19.31279	19.47841	19.76794	NaN	NaN	NaN	18.92686	19.23603	18.92946	19.34893	19.36572	19.5691	NaN	NaN	NaN	19.22635	19.11665	19.26304	18.94769	19.56389	19.34586	5	5	5	37.3	37.3	37.3	17.738	0	15.69	13437000	37	P37263	P37263	UPF0743 protein YCR087C-A	
20.8774	21.60118	22.43176	23.04802	23.25436	23.27284	22.7368	23.38469	23.35421	21.2569	20.98308	22.52595	23.11707	23.18625	23.22036	22.80247	23.13002	23.20156	NaN	22.54359	21.77547	22.72889	23.25825	23.16529	22.72253	22.96176	23.10727	15	15	14	27.5	27.5	26	52.218	0	65.535	176670000	126	P37291	P37291	Serine hydroxymethyltransferase, cytosolic	SHM2
22.05139	21.68106	21.88204	21.70062	22.05497	22.10021	21.80381	21.75463	21.8823	21.89126	22.11086	21.81124	22.08288	21.97771	22.14939	21.87605	21.87946	22.04136	NaN	21.76105	21.90422	22.01941	21.94682	21.97722	21.90459	21.76077	21.78401	12	11	11	24.9	23.5	23.5	53.686	0	54.46	89080000	118	P37292	P37292	Serine hydroxymethyltransferase, mitochondrial	SHM1
NaN	20.8836	20.52287	21.52593	21.55117	21.51465	21.73227	22.01151	21.63821	NaN	20.62925	21.41085	21.65862	21.64377	21.81519	21.86884	21.81714	21.0446	NaN	20.61027	21.63795	21.27475	21.81273	21.59026	21.80302	21.39105	21.37814	10	10	10	18.6	18.6	18.6	60.137	0	32.743	65914000	73	P37302	P37302	Aminopeptidase Y	APE3
22.8164	22.67079	23.13807	22.64764	22.82131	22.63383	22.19081	22.44572	22.37639	23.38877	23.22719	22.85085	22.66523	22.66494	22.54305	22.12326	22.38869	22.37862	22.93451	22.88997	23.0902	22.61149	22.83798	22.65539	22.19541	22.45889	22.47008	9	9	9	26.9	26.9	26.9	42.815	0	89.576	160210000	128	P37303	P37303	Low specificity L-threonine aldolase	GLY1
NaN	NaN	NaN	18.36807	18.1514	17.51807	NaN	NaN	NaN	NaN	NaN	NaN	19.02388	18.10656	17.87592	NaN	NaN	NaN	NaN	NaN	NaN	19.17867	18.02453	17.56718	NaN	NaN	NaN	6	6	6	11.7	11.7	11.7	77.824	0	15.393	6928600	25	P37838	P37838	Nucleolar protein 4	NOP4
20.92455	21.01325	20.37156	20.38827	20.42716	20.46673	20.40945	20.58307	20.06802	21.226	21.05139	NaN	20.15413	20.25868	20.18132	20.29726	20.26865	20.25407	21.3308	21.30022	21.1795	19.88942	20.33123	20.22929	20.48483	20.45714	20.39446	17	17	17	20.9	20.9	20.9	97.661	0	75.103	39608000	111	P37898	P37898	Alanine/arginine aminopeptidase	AAP1
20.33123	20.56551	20.98266	20.6063	20.44364	20.54038	20.48631	20.51307	20.60522	21.14898	20.57284	21.11908	20.51576	20.74181	20.61702	20.52984	20.53526	20.54265	NaN	21.18562	20.91925	20.31529	20.66882	20.49531	20.60449	20.56058	20.7536	13	9	9	24.8	18.9	18.9	65.262	0	26.776	38957000	89	P38009	P38009	Bifunctional purine biosynthesis protein ADE17;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase	ADE17
25.53217	25.78694	25.78591	25.2844	25.50206	25.51671	25.3865	25.74673	25.59386	25.85296	25.96589	25.91182	25.50885	25.52307	25.57051	25.54115	25.73428	25.47621	25.45174	25.54516	25.74276	25.49488	25.41451	25.53017	25.60422	25.65758	25.49082	12	12	12	34.2	34.2	34.2	34.805	0	173.35	1199300000	219	P38011	P38011	Guanine nucleotide-binding protein subunit beta-like protein	ASC1
25.25209	25.65354	24.96213	25.85143	26.24608	26.13299	26.03128	25.94204	26.42555	25.254	25.2333	24.75903	26.30426	26.05329	26.27565	25.9608	25.84388	26.17648	NaN	24.90766	24.2169	26.04991	26.08722	26.04631	25.87916	26.17741	26.15167	7	7	7	33	33	33	19.114	0	135.7	1332200000	139	P38013	P38013	Peroxiredoxin type-2	AHP1
26.10259	24.90724	25.36292	25.67517	25.82563	26.03511	25.86969	25.91059	25.47125	25.5047	25.58784	26.14548	25.87448	26.21876	26.02007	26.16565	25.68817	25.41571	25.03334	24.94673	25.96113	26.21784	26.21479	26.01191	25.97625	25.42918	25.59306	9	9	9	53.8	53.8	53.8	14.771	0	102.56	1350400000	153	P38061	P38061	60S ribosomal protein L32	RPL32
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.13099	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	11.7	11.7	11.7	35.72	0.00085251	5.59	3825900	11	P38063;P38620	P38063	Ribose-phosphate pyrophosphokinase 4	PRS4
16.93802	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	4.2	4.2	4.2	67.773	0.00080645	4.9098	459780	2	P38069	P38069	Alpha-1,2-mannosyltransferase MNN2	MNN2
NaN	NaN	NaN	17.91228	18.45736	18.39645	NaN	NaN	NaN	NaN	NaN	NaN	18.07588	18.27312	18.40728	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.5153	18.18916	NaN	NaN	NaN	4	4	4	10	10	10	42.066	0	8.184	6924700	24	P38071	P38071	Enoyl-[acyl-carrier protein] reductase [NADPH, B-specific], mitochondrial	ETR1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.56845	NaN	NaN	NaN	2	2	2	5.2	5.2	5.2	39.786	0.0015361	4.3718	5160200	10	P38074	P38074	Protein arginine N-methyltransferase 1	HMT1
NaN	NaN	NaN	18.23608	18.00569	18.37666	18.88661	19.25718	19.95333	NaN	NaN	NaN	17.75669	18.60917	17.8283	18.86786	19.77658	19.81082	NaN	NaN	NaN	18.3283	17.53594	17.24172	18.42288	19.03123	19.55067	4	4	4	26.3	26.3	26.3	26.908	0	12.931	6561700	23	P38075	P38075	Pyridoxamine 5-phosphate oxidase	PDX3
19.24319	19.03599	18.98151	19.1603	19.30383	19.43596	NaN	NaN	NaN	NaN	19.49093	19.33427	18.93062	19.17163	19.24827	NaN	NaN	NaN	NaN	NaN	19.23813	19.05274	19.19075	19.23475	NaN	NaN	NaN	5	5	5	20.6	20.6	20.6	34.35	0	30.55	9885500	18	P38077	P38077	ATP synthase subunit gamma, mitochondrial	ATP3
NaN	NaN	NaN	NaN	17.74116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.74301	17.78277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.98326	NaN	NaN	NaN	NaN	2	2	2	3.1	3.1	3.1	68.757	0.0015711	4.5837	3040500	7	P38085	P38085	Valine/tyrosine/tryptophan amino-acid permease 1	TAT1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.39037	20.15165	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	2.5	2.5	2.5	107.94	0.00080257	4.8398	4527300	3	P38086	P38086	DNA repair and recombination protein RDH54;DNA topoisomerase;Putative helicase	RDH54
23.98676	24.19114	24.11243	24.08618	24.0573	24.17081	24.05664	24.38509	24.17821	24.81142	24.23674	24.29544	23.98763	24.12605	24.15058	24.0147	24.49662	24.26026	24.31202	24.17158	23.73686	23.99912	24.12108	24.29074	24.09184	24.46967	24.20903	28	28	28	43	43	43	78.183	0	239.32	458040000	348	P38088	P38088	Glycine--tRNA ligase 1, mitochondrial	GRS1
NaN	NaN	NaN	NaN	17.9718	18.01258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.55525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.2616	17.22807	NaN	NaN	NaN	NaN	4	4	4	6.3	6.3	6.3	87.047	0	7.2607	2476100	6	P38112	P38112	ATP-dependent RNA helicase MAK5	MAK5
NaN	NaN	NaN	20.17414	20.11896	20.04247	20.10047	19.99065	NaN	NaN	NaN	NaN	NaN	19.87012	NaN	19.78536	20.00086	19.88289	NaN	NaN	NaN	NaN	19.7947	20.06224	19.95546	NaN	19.804	3	3	3	10.5	10.5	10.5	38.883	0.00087642	5.9445	13556000	10	P38115	P38115	D-arabinose dehydrogenase [NAD(P)+] heavy chain	ARA1
NaN	19.11324	NaN	18.6236	19.10147	NaN	18.7531	18.91978	18.72401	NaN	NaN	NaN	18.28938	NaN	NaN	18.81293	19.11482	18.99535	NaN	18.86822	NaN	18.47425	18.38982	18.91216	18.81127	18.81083	18.76966	3	3	3	18	18	18	20.434	0	10.389	7158900	26	P38116	P38116	ADP-ribosylation factor-like protein 1	ARL1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.8538	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	5.4	5.4	5.4	78.773	0.0022607	4.1375	5358600	3	P38121	P38121	DNA polymerase alpha subunit B	POL12
NaN	NaN	NaN	18.73208	18.66	18.62153	18.84983	19.0834	18.88008	NaN	NaN	NaN	18.37895	18.28464	18.27635	19.00627	19.27027	19.01473	NaN	NaN	NaN	18.18549	18.24456	18.66341	18.86175	19.09867	18.98532	4	4	4	10.9	10.9	10.9	47.482	0	17.186	8192600	40	P38130	P38130	Probable mannosyltransferase KTR3	KTR3
NaN	NaN	NaN	NaN	NaN	18.45487	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.26952	18.49428	NaN	NaN	NaN	NaN	3	3	3	6.1	6.1	6.1	60.488	0.00088496	6.1397	3989300	4	P38137	P38137	Peroxisomal-coenzyme A synthetase	PCS60
20.28478	19.94892	20.29019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.21062	20.18386	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.16607	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	15.4	15.4	15.4	18.406	0.00080192	4.8363	13860000	14	P38143	P38143	Glutathione peroxidase 2	GPX2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.98501	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.84656	2	2	2	1.8	1.8	1.8	131.1	0.0022762	4.1957	874330	8	P38144	P38144	ISWI chromatin-remodeling complex ATPase ISW1	ISW1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.60791	2	2	2	10.7	10.7	10.7	24.274	0.00088889	6.2691	770810	7	P38166	P38166	Protein transport protein SFT2	SFT2
NaN	18.55749	NaN	18.53344	18.59765	18.66091	NaN	NaN	NaN	NaN	19.00144	NaN	18.74047	18.57902	18.32294	NaN	NaN	NaN	NaN	NaN	NaN	18.80303	18.65547	18.66945	NaN	NaN	NaN	6	6	6	16.6	16.6	16.6	47.518	0	56.414	6202600	33	P38174	P38174	Methionine aminopeptidase 2	MAP2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.57181	NaN	NaN	NaN	NaN	2	2	2	1.9	1.9	1.9	169.47	0.00089286	6.3422	680540	2	P38181	P38181	Nucleoporin NUP170	NUP170
NaN	NaN	NaN	19.30111	19.23227	19.52963	NaN	NaN	NaN	NaN	NaN	NaN	19.29471	19.31429	19.821	NaN	NaN	NaN	NaN	NaN	NaN	19.05896	19.17553	18.99245	NaN	NaN	NaN	5	5	5	23	23	23	29.123	0	16.784	10821000	25	P38197	P38197	UPF0001 protein YBL036C	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.99634	2	2	2	6	6	6	41.682	0.00082919	5.2629	2135100	18	P38199	P38199	Heterogeneous nuclear rnp K-like protein 2	HEK2
NaN	NaN	NaN	18.80483	18.83251	18.64751	18.16005	NaN	NaN	NaN	18.64878	NaN	18.47679	18.67969	18.56168	18.39197	18.53096	18.46439	NaN	NaN	NaN	18.31416	18.57104	18.36466	18.04985	18.84067	18.81691	3	3	3	37.9	37.9	37.9	11.163	0	24.383	6533600	30	P38203	P38203	U6 snRNA-associated Sm-like protein LSm2	LSM2
21.60729	21.40088	21.29788	21.64676	21.61576	21.667	21.56104	21.81691	21.98068	21.71666	22.00443	21.99162	21.52745	21.29827	21.32169	21.83711	22.06444	21.78648	NaN	21.67435	21.73764	21.42198	21.38979	21.5426	21.83522	21.94489	21.86899	18	18	18	31	31	31	77.878	0	102	85315000	148	P38205	P38205	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase	NCL1
NaN	NaN	NaN	17.81027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.66136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.48542	17.61641	NaN	NaN	NaN	2	2	2	2.5	2.5	2.5	103.68	0.00088028	6.0432	2960700	10	P38217	P38217	Importin subunit beta-2	KAP104
24.19528	24.29341	24.18609	23.80193	23.88045	23.9722	24.16177	24.07227	23.88558	24.44859	24.42374	24.69019	23.8102	23.9168	24.01248	24.09176	24.06645	23.92741	24.18911	24.46326	24.18457	23.9542	23.84403	23.94074	24.01555	24.03792	23.88651	21	21	21	53	53	53	44.174	0	87.617	415270000	220	P38219	P38219	Obg-like ATPase 1	OLA1
NaN	25.0974	25.16963	23.74273	23.68357	23.77122	23.82958	23.7319	24.22162	25.16358	25.06558	25.14593	23.853	24.23878	24.1823	23.88716	23.88762	24.34143	24.37265	24.53047	24.95394	23.90931	23.93859	23.87455	24.27056	23.51965	24.02335	3	3	3	6.6	6.6	6.6	51.822	0	11.753	434260000	50	P38221	P38221	Phosphatidate cytidylyltransferase	CDS1
NaN	NaN	NaN	16.92428	16.56651	16.25695	NaN	NaN	NaN	NaN	NaN	NaN	16.17364	16.18986	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	5.2	5.2	5.2	88.629	0.00092421	7.042	1153400	8	P38237	P38237	Ubiquitin carboxyl-terminal hydrolase 14	UBP14
22.1884	NaN	NaN	22.66251	22.78782	23.09628	22.8476	22.91587	23.04835	23.81078	NaN	NaN	22.95493	22.79584	22.7986	22.77378	23.0052	22.64729	21.47462	NaN	NaN	22.78303	22.83233	23.06202	22.9096	22.92855	22.7453	6	6	6	11.4	11.4	11.4	43.768	0	91.766	149210000	69	P38248	P38248	Cell wall protein ECM33	ECM33
22.69878	22.03187	22.31973	22.45641	22.51191	22.60962	23.03271	23.08936	23.18905	22.46326	22.66277	22.2029	22.45124	22.52188	22.63575	23.01728	23.28079	23.27113	22.55971	22.5046	22.09674	22.57545	22.51576	22.56291	23.06914	23.14646	23.105	32	32	32	31.4	31.4	31.4	110.34	0	162.35	159860000	227	P38249	P38249	Eukaryotic translation initiation factor 3 subunit A	RPG1
NaN	20.47645	20.77072	19.95234	19.94392	19.97813	20.28794	20.45974	20.61369	20.02608	20.19689	20.75678	20.3756	20.38163	20.62961	20.26614	20.75898	20.40354	NaN	20.28951	NaN	20.45262	20.09584	20.19976	20.47398	20.1756	20.6375	10	10	10	13.1	13.1	13.1	105.85	0	46.333	24414000	59	P38250	P38250	Increased sodium tolerance protein 2	IST2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.76205	NaN	NaN	NaN	2	2	2	9.6	9.6	9.6	27.092	0.00085543	5.6146	5373900	3	P38256	P38256	Uncharacterized protein YBR096W	
NaN	NaN	NaN	18.3676	17.96837	18.08343	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	13.1	13.1	13.1	32.604	0	10.089	4579300	13	P38260	P38260	Hsp70 nucleotide exchange factor FES1	FES1
NaN	22.66666	22.68964	23.30619	23.47048	23.21527	23.42803	23.74468	23.11167	22.31512	22.54286	22.87034	23.42995	23.29432	23.3507	23.49838	23.48136	23.76699	NaN	22.78017	23.34624	23.52504	23.28433	23.23522	23.50276	23.36946	23.58738	10	10	10	47.3	47.3	47.3	21.137	0	71.954	221830000	158	P38264	P38264	Inorganic phosphate transport protein PHO88	PHO88
NaN	NaN	NaN	NaN	NaN	18.01154	NaN	18.04948	18.08078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.16575	18.05144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.86012	3	3	3	7.8	7.8	7.8	47.416	0	9.2983	2328700	13	P38272	P38272	SWI5-dependent HO expression protein 3	SHE3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.43675	NaN	NaN	NaN	2	2	2	2.6	2.6	2.6	70.174	0.0089965	3.1436	6486800	2	P38280	P38280	Spore-specific protein YSW1	YSW1
NaN	NaN	NaN	17.96053	18.0568	17.78532	18.27617	18.79084	17.90283	NaN	NaN	NaN	17.92225	17.91818	17.95072	18.31637	18.24952	18.28532	NaN	NaN	NaN	17.81027	18.20017	18.14066	18.30198	18.42037	NaN	3	3	3	8.2	8.2	8.2	35.758	0.00091912	6.8991	6065700	18	P38281	P38281	Actin patches distal protein 1	APD1
NaN	NaN	NaN	18.69299	19.12624	18.9839	19.17326	19.3438	19.33671	NaN	NaN	NaN	18.76617	19.09177	18.85303	19.14308	19.40077	19.0808	NaN	NaN	NaN	18.92027	18.80609	18.80936	19.01952	19.09435	19.16101	3	3	3	11	11	11	38.708	0	24.564	8508700	29	P38286	P38286	Very-long-chain 3-oxoacyl-CoA reductase	IFA38
NaN	17.88131	18.25179	NaN	20.01509	20.13796	NaN	NaN	NaN	21.5173	NaN	NaN	19.70816	NaN	20.0551	NaN	NaN	NaN	NaN	NaN	21.25194	19.88901	20.12123	19.94635	NaN	NaN	NaN	3	3	3	6.8	6.8	6.8	47.994	0.00086505	5.7527	13611000	16	P38288	P38288	Protein TOS1	TOS1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.33481	2	2	2	5.5	5.5	5.5	51.255	0.0015552	4.4689	13252000	6	P38295	P38295	Medium-chain fatty acid ethyl ester synthase/esterase 2	EHT1
NaN	NaN	NaN	18.69598	18.81297	18.79744	18.36833	18.7057	18.55255	NaN	NaN	NaN	18.49178	18.7183	18.50141	18.77436	18.54019	18.65323	NaN	NaN	NaN	18.74475	18.4997	18.90145	18.72896	18.60411	18.52041	3	3	3	7.8	7.8	7.8	42.474	0.00091491	6.7746	7425800	26	P38328	P38328	Actin-related protein 2/3 complex subunit 1	ARC40
NaN	NaN	NaN	18.85629	18.99275	18.91692	19.26737	NaN	18.94738	NaN	NaN	NaN	18.83917	18.75646	19.01463	19.48198	19.04756	19.29287	NaN	NaN	NaN	18.77536	19.08059	18.482	19.03765	NaN	19.02104	6	6	6	15.7	15.7	15.7	55.136	0	21.694	9617200	17	P38333	P38333	Essential nuclear protein 1	ENP1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	3.5	3.5	3.5	74.618	0.0095628	2.9894	0	2	P38339	P38339	RHO GTPase-activating protein RGD1	RGD1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.62649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	8.2	8.2	8.2	26.067	0.0095956	3.0009	293180	3	P38340	P38340	Alpha N-terminal protein methyltransferase 1	TAE1
NaN	NaN	NaN	17.35191	17.1336	17.19777	NaN	NaN	NaN	NaN	NaN	NaN	17.48684	17.14031	17.33595	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.31186	17.12202	NaN	NaN	NaN	2	2	2	6.6	6.6	6.6	45.862	0.00082713	5.2277	1655700	13	P38344	P38344	Cytoplasmic 60S subunit biogenesis factor REI1	REI1
20.51768	18.82541	NaN	20.03644	20.06631	20.29547	19.94135	20.41018	20.32047	19.79268	NaN	NaN	20.18314	20.29827	20.25914	19.9281	20.32893	20.02675	NaN	NaN	NaN	20.22494	20.1107	20.0794	20.09507	20.52344	20.04727	5	5	5	9.6	9.6	9.6	53.311	0	20.444	24290000	54	P38353	P38353	Sec sixty-one protein homolog	SSH1
19.14091	NaN	NaN	18.25797	18.60009	18.37581	NaN	18.58325	18.69105	NaN	NaN	NaN	18.66376	18.64983	18.90198	NaN	18.88828	18.69442	NaN	NaN	NaN	18.39536	18.40985	18.7575	NaN	18.77279	NaN	6	6	6	8.6	8.6	8.6	118.83	0	17.186	6759200	23	P38426	P38426	Trehalose synthase complex regulatory subunit TPS3	TPS3
NaN	NaN	NaN	24.74576	24.67939	24.735	NaN	NaN	NaN	NaN	NaN	NaN	24.66747	NaN	24.7319	NaN	NaN	NaN	NaN	NaN	NaN	24.8457	25.0857	24.60671	NaN	NaN	NaN	4	4	4	3.6	3.6	3.6	123.02	0	8.4409	363340000	17	P38427	P38427	Trehalose synthase complex regulatory subunit TSL1	TSL1
22.58905	23.07051	22.84052	22.13038	22.33857	22.3083	22.58806	22.59174	22.51449	22.6723	22.88998	22.90976	22.31733	22.60302	22.35332	22.62185	22.76258	22.55408	23.07419	22.85247	22.8224	22.3007	22.29816	22.26084	22.43792	22.5276	22.34706	11	11	11	30.1	30.1	30.1	45.261	0	56.479	137220000	119	P38431	P38431	Eukaryotic translation initiation factor 5	TIF5
NaN	20.52066	20.81363	19.81802	19.80377	19.81419	20.34473	20.55487	20.24086	19.82195	20.73678	20.5603	19.80466	19.85763	20.00758	20.19653	20.02526	20.1561	NaN	20.37846	20.40302	19.82537	19.64095	19.77497	20.31163	20.15338	20.49931	4	4	4	19.3	19.3	19.3	26.066	0	18.715	27251000	52	P38523	P38523	GrpE protein homolog, mitochondrial	MGE1
