protein	X6A_1	X6A_2	X6A_3	X6A_4	X6A_5	X6A_6	X6A_7	X6A_8	X6A_9	X6B_1	X6B_2	X6B_3	X6B_4	X6B_5	X6B_6	X6B_7	X6B_8	X6B_9	X6C_1	X6C_2	X6C_3	X6C_4	X6C_5	X6C_6	X6C_7	X6C_8	X6C_9
P38912	21.33211	22.03137	22.08512	21.62939	21.86121	21.84061	22.23908	22.07874	22.29134	22.3021	22.15768	21.94457	21.92593	21.89149	22.00491	22.03181	21.91105	22.19776	NaN	22.28136	21.99279	21.95893	21.85984	22.0072	22.10188	22.04383	21.94131
P38915	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.12755	NaN
P38930	NaN	NaN	NaN	NaN	18.2937	18.21939	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P38934	23.21656	22.86688	23.2469	22.99155	23.22744	23.2382	23.34935	23.39192	23.42406	23.16108	23.07483	23.4386	23.18464	23.28079	23.20863	23.31797	23.40002	23.35219	22.73857	23.15863	22.90172	23.13394	23.27455	23.29964	23.26284	23.23529	23.25067
P38968	20.3581	20.76393	21.01339	20.40458	20.59277	20.52277	20.75238	20.83414	20.97904	20.81355	20.51778	21.28698	20.2	20.64033	20.39414	20.93352	21.04333	20.92187	20.27765	21.06428	20.99935	20.45342	20.46881	20.52946	20.77636	21.02972	20.84973
P38972	22.58024	22.29883	22.40971	22.26582	22.50613	22.4986	22.45013	22.7368	22.85268	22.69594	22.30902	21.98489	22.46453	22.53251	22.51884	22.52234	22.70291	22.73839	22.69765	22.27776	22.05112	22.51968	22.52722	22.49724	22.31063	22.42639	22.58555
P38985	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.13305
P38986	21.57242	21.35299	21.31904	21.20234	21.35531	21.39336	21.45634	21.74948	21.62391	21.63936	21.47843	21.87283	21.27645	21.25874	21.33211	21.47328	21.90569	21.50208	21.96529	21.54468	21.8789	21.15956	21.47936	21.35111	21.5787	21.72372	21.51711
P38988	NaN	NaN	NaN	18.48742	18.63204	18.50843	NaN	NaN	NaN	NaN	NaN	NaN	18.57186	18.48872	18.58369	NaN	NaN	NaN	NaN	NaN	NaN	18.49181	18.52451	18.65979	18.96623	NaN	NaN
P38998	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.23244	NaN	NaN	NaN
P38999	NaN	NaN	NaN	19.57662	19.82415	19.85287	19.69025	19.68461	20.0058	21.55763	NaN	NaN	19.70274	19.81402	20.1038	20.00265	19.98843	20.12704	NaN	NaN	NaN	19.91583	20.05801	19.69551	19.89025	19.83908	19.95844
P39004;P39003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.30056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.46762	NaN	NaN
P39007	NaN	NaN	NaN	19.21843	18.93756	19.13548	19.25785	19.10193	18.85578	NaN	NaN	NaN	18.80729	19.14994	19.12873	19.35531	18.93367	18.92692	NaN	NaN	NaN	18.79791	19.18959	19.14295	19.15006	18.71693	18.95205
P39010	NaN	NaN	NaN	17.89912	17.53496	17.99446	18.18829	NaN	NaN	NaN	NaN	NaN	17.58798	NaN	17.89279	18.09641	NaN	18.1922	NaN	NaN	NaN	17.74504	17.85166	17.80763	NaN	18.3792	NaN
P39015	24.83388	25.31233	25.16913	25.26177	24.77193	24.78826	25.04918	25.09475	25.28051	25.52615	25.02914	25.61102	25.76461	24.8387	24.96098	24.89624	25.15653	25.31714	NaN	25.21926	24.40074	25.40659	25.08978	25.038	25.27366	25.10522	24.99959
P39076	21.37427	21.85453	21.69426	21.01386	21.17146	21.19922	21.22653	21.50154	21.66505	21.71486	21.65185	22.01311	21.14408	21.19334	21.26385	21.29816	21.59441	21.52416	21.66705	21.24656	21.696	21.11864	21.34207	21.3191	21.19436	21.59605	21.4502
P39077	21.75438	21.44476	21.56871	21.56016	21.41622	21.52688	21.44015	22.28782	21.87534	21.97642	21.95642	21.81769	21.51485	21.43375	21.62667	21.78337	22.34597	22.06217	21.90172	21.36469	21.60797	21.44197	21.46777	21.65145	21.74016	22.18398	22.05394
P39078	20.82229	20.73455	20.163	21.28743	21.37555	21.43492	21.03859	21.25834	21.18132	19.79806	20.77595	20.71833	21.18689	21.23958	21.34906	21.13113	21.12534	21.08842	19.86268	20.94735	20.37698	21.11737	21.1128	21.21508	20.90353	21.41126	20.96937
P39079	21.76883	21.41767	21.44238	21.20562	21.26115	21.50305	21.04534	21.4838	21.54976	21.30608	21.29888	21.50616	21.07725	21.46498	21.4338	21.34581	21.53493	21.53431	21.74604	21.12275	21.7319	21.26344	21.32986	21.22128	21.13671	21.44415	21.44131
P39101	NaN	NaN	NaN	19.85498	19.39324	19.32654	NaN	NaN	NaN	NaN	NaN	NaN	19.53024	19.27858	19.24806	NaN	NaN	NaN	NaN	NaN	NaN	19.22626	19.4709	19.03741	NaN	NaN	NaN
P39105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.01154
P39107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.27155	NaN	NaN	NaN	NaN	NaN
P39109	NaN	NaN	NaN	18.99054	18.87781	18.61949	18.72624	19.24195	18.99446	NaN	NaN	NaN	18.35604	18.89599	18.41596	18.68825	19.47332	18.88124	NaN	NaN	NaN	18.50545	18.35311	18.35518	18.82904	19.38374	18.91579
P39516	26.38777	26.39423	26.41043	25.82876	25.83858	25.84297	26.00809	25.85193	26.03528	26.59221	26.73234	26.02576	25.82097	25.86108	26.06805	26.00674	25.99824	25.99397	24.54286	26.51325	26.24358	25.91255	25.82539	25.78049	25.97452	25.89125	26.10189
P39517	20.1582	20.35542	20.33811	20.4051	20.67064	20.77788	20.81065	21.24615	21.17188	19.72366	20.50601	20.19352	20.55046	20.5935	20.56356	20.61333	21.05689	21.13583	20.28501	20.42859	20.68192	20.20455	20.39477	20.563	20.5657	21.2487	20.84667
P39522	22.39856	22.64006	22.91018	22.33317	22.42545	22.27113	22.35893	22.56055	22.43715	22.73254	22.95782	22.98158	22.01066	22.40281	22.18295	22.36466	22.56353	22.34015	21.42358	22.80142	22.96358	22.01706	22.45799	22.38635	22.36514	22.62087	22.44266
P39533	NaN	NaN	NaN	18.27631	17.93272	18.24516	NaN	NaN	NaN	NaN	NaN	NaN	18.22015	18.24595	17.78749	NaN	NaN	NaN	NaN	NaN	NaN	17.74662	18.17738	18.26842	NaN	NaN	NaN
P39676	20.55553	21.34516	21.61979	22.15601	21.81523	21.90907	21.93733	22.37841	22.14883	20.20431	21.09204	21.22894	21.85791	21.75442	21.85255	21.83314	22.40106	22.17566	21.09049	21.30441	21.12855	21.67133	21.93729	21.76365	21.90135	22.22532	22.09088
P39683	NaN	NaN	NaN	19.51324	19.44879	19.22781	NaN	NaN	NaN	NaN	NaN	NaN	19.39876	19.19506	19.17043	NaN	NaN	NaN	NaN	NaN	NaN	19.02575	19.40447	19.24479	NaN	NaN	NaN
P39705	NaN	NaN	NaN	18.47849	18.13616	18.093	NaN	NaN	NaN	NaN	NaN	NaN	18.44968	18.33477	18.57093	NaN	NaN	NaN	NaN	NaN	NaN	18.69697	18.55581	18.44879	NaN	18.49611	NaN
P39714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.652	NaN	NaN	NaN	NaN	NaN	NaN
P39715	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.57184	NaN	NaN	NaN
P39726	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.67845
P39727	NaN	NaN	NaN	18.35122	18.74895	18.78548	19.05867	19.1888	18.78931	NaN	NaN	NaN	18.67614	18.66591	18.60505	18.56596	18.95376	19.01321	NaN	NaN	NaN	18.65459	18.54004	18.82904	18.92663	18.79655	18.91014
P39729	NaN	NaN	NaN	24.40302	24.54916	24.45237	NaN	23.99421	NaN	NaN	NaN	NaN	24.32217	24.03507	24.22964	NaN	NaN	24.3089	NaN	NaN	NaN	23.92298	24.00402	24.09265	NaN	24.04918	24.12715
P39730	23.37968	23.69795	23.6402	22.4967	22.66899	22.7649	22.78997	22.86737	22.96196	23.60795	23.57462	23.72817	22.62743	22.78752	22.67874	22.90222	23.00905	22.94133	NaN	23.41571	23.53445	22.66899	22.7389	22.65218	22.81157	22.88787	22.77507
P39732	NaN	NaN	22.39194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.74649	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P39742	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.91579
P39743	NaN	NaN	NaN	19.16111	19.63439	19.28969	19.52254	19.65964	19.49502	NaN	NaN	NaN	19.30832	19.359	19.18795	19.8056	19.61349	19.72299	NaN	NaN	NaN	19.38713	19.48795	19.4729	19.68528	19.91094	19.46651
P39744	19.44972	19.27237	19.45609	NaN	NaN	NaN	19.47118	19.77934	NaN	19.33366	18.99546	19.23678	NaN	NaN	NaN	19.57273	19.68743	19.73907	NaN	19.31853	19.3007	NaN	NaN	NaN	19.32547	19.50151	19.61259
P39926;P32867	21.08648	21.17719	21.01264	19.81157	19.79035	20.10725	20.4868	20.36185	20.72134	21.11012	21.27367	20.97841	20.19256	20.29793	20.11108	20.80986	20.47922	20.57136	NaN	21.2108	21.31694	20.43522	20.34245	20.224	20.74509	20.40738	20.62158
P39929	NaN	19.32331	NaN	NaN	NaN	NaN	18.8982	19.07608	19.26726	NaN	NaN	NaN	NaN	NaN	NaN	18.68298	18.57662	19.05515	NaN	NaN	NaN	NaN	NaN	NaN	18.92085	18.80744	18.99951
P39931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.71965	NaN	NaN	NaN	NaN	NaN	NaN
P39935	21.32718	22.36359	22.47786	22.02672	22.09317	22.11092	22.39163	22.55044	22.62225	21.79479	22.70931	22.12149	22.1925	22.29179	22.12174	22.48242	22.50213	22.57038	NaN	22.38766	22.10929	22.32342	22.29933	22.33099	22.40296	22.60675	22.43685
P39936	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.87514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P39938;P39939	24.70018	24.54616	22.62807	25.33453	25.30907	25.33647	25.02496	24.98516	25.26682	24.49978	24.35656	24.07676	25.32354	25.23026	24.94802	25.17706	24.8319	25.05838	24.80528	24.49344	23.87793	25.24416	25.20743	25.23874	24.97636	25.3096	25.22626
P39940	NaN	20.18918	NaN	19.40235	19.42325	19.53401	19.54808	NaN	19.97463	NaN	19.48591	19.56358	19.11248	19.4363	19.66397	NaN	19.67957	19.97491	NaN	19.81672	19.25587	19.11345	19.321	19.25569	NaN	20.08628	19.87502
P39954	25.11676	25.41828	25.48121	24.59161	24.63107	24.74283	24.50506	24.29684	24.69991	25.65201	25.43425	25.57057	24.67244	24.7473	24.70514	24.51431	24.57744	24.67508	23.67939	25.61456	25.43543	24.69652	24.70102	24.67266	24.40406	24.27782	24.58761
P39958	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.72427	19.65777	NaN	NaN	NaN	NaN	NaN	NaN	19.78633	19.69892	19.87326	NaN	NaN	NaN	NaN	NaN	NaN	19.58732	19.46344	19.69199
P39966	NaN	NaN	NaN	19.24769	19.33778	19.41293	NaN	NaN	NaN	NaN	NaN	NaN	19.33926	19.20101	19.32977	NaN	NaN	NaN	NaN	NaN	NaN	19.64287	19.48016	19.65218	NaN	NaN	NaN
P39968	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.06671	NaN	NaN	NaN	NaN	NaN	NaN
P39976	20.81831	20.8383	21.14718	21.46009	21.73579	21.70185	21.85912	22.18398	22.05388	20.55927	20.67435	20.80112	21.27304	21.50543	21.60878	21.87691	22.27076	22.05709	20.93143	20.67848	20.73397	21.57358	21.66241	21.72634	21.62605	22.15684	21.8861
P39985	NaN	18.30888	18.63275	18.81594	18.69149	18.66657	18.8672	19.43992	19.16187	NaN	NaN	19.03136	18.57651	18.94163	18.7035	18.90142	19.31398	19.18942	NaN	NaN	18.60371	18.75548	18.73757	18.86629	18.98279	18.8946	19.08153
P39986	21.85946	21.66765	22.0598	21.22618	21.49799	21.33407	21.64606	21.86774	22.0085	21.90342	21.87564	21.80124	21.43522	21.34543	21.59519	21.83981	22.17822	22.07467	21.81163	21.84092	21.84797	21.37103	21.47497	21.4836	21.83611	22.05255	21.90113
P39990	NaN	21.55291	21.45563	21.25695	21.29866	21.41416	NaN	NaN	NaN	NaN	21.40119	21.70814	21.3829	21.29384	21.50378	NaN	NaN	NaN	NaN	21.38258	21.42085	21.32701	21.51706	21.36677	NaN	NaN	NaN
P39998	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.07033	NaN
P40007	NaN	18.48542	NaN	18.59765	18.51102	18.45736	NaN	NaN	NaN	NaN	18.50622	18.3702	18.82345	18.53739	18.59448	NaN	NaN	NaN	NaN	18.55007	NaN	18.50812	18.60237	NaN	NaN	NaN	NaN
P40008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.73688	NaN	NaN	NaN
P40010	20.69498	20.17743	20.09223	19.98371	20.3496	20.52879	20.68629	20.95922	20.67659	19.76749	19.63522	20.27855	20.41926	20.31617	20.4172	20.77636	20.84031	20.78891	NaN	20.27025	20.37358	20.32367	20.25072	20.27946	20.33342	20.83815	20.61126
P40016	NaN	NaN	NaN	19.66652	19.72561	19.35945	19.13596	19.30296	19.95844	NaN	NaN	NaN	19.47526	19.72182	19.75631	19.11011	19.52005	19.16298	NaN	NaN	NaN	19.10247	19.33055	19.28455	19.38148	19.55246	19.78816
P40024	22.75267	22.53105	22.83653	23.01956	23.03293	23.05902	22.82559	23.11594	23.17513	22.71952	22.52044	22.95082	22.72787	22.88346	23.00832	22.92859	23.21593	23.20446	22.64709	22.56577	22.885	22.75495	22.90945	22.73591	22.76207	23.08817	22.93763
P40032	NaN	NaN	NaN	19.39567	18.91911	19.38627	19.40775	19.64366	19.72695	NaN	NaN	NaN	18.90289	19.27487	19.64084	19.41973	19.56759	19.64639	NaN	NaN	NaN	19.38469	18.7544	19.14644	19.39883	19.66853	19.70246
P40037	NaN	NaN	NaN	18.60418	18.89003	19.00124	NaN	NaN	NaN	NaN	NaN	NaN	18.56	NaN	19.11408	NaN	NaN	NaN	NaN	NaN	NaN	18.65425	18.47576	NaN	NaN	NaN	NaN
P40040	NaN	NaN	NaN	NaN	18.70408	19.06676	NaN	NaN	NaN	NaN	NaN	NaN	18.8639	18.99761	18.73215	NaN	NaN	NaN	NaN	NaN	NaN	18.83077	19.06983	18.89599	NaN	NaN	NaN
P40043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.45812
P40047	NaN	19.64121	20.13884	20.57819	20.32915	20.56197	19.95915	20.43441	20.24598	20.08472	20.19316	20.05272	20.17998	20.34646	20.40385	19.98663	20.3093	20.19484	20.07078	20.30797	20.29345	19.99245	20.09455	20.16165	20.07379	20.59186	20.39037
P40053	NaN	NaN	NaN	19.15309	19.25928	19.34024	NaN	NaN	NaN	NaN	NaN	NaN	19.16044	19.35844	19.25592	NaN	NaN	NaN	NaN	NaN	NaN	19.33042	19.20106	19.17755	NaN	NaN	NaN
P40054	20.18628	19.86127	20.34852	19.64035	19.66466	19.78256	19.94263	20.15882	20.001	20.12414	20.29109	20.10712	19.48911	19.81767	19.78029	20.04593	20.02093	20.28354	NaN	20.24829	20.03725	19.58985	19.76403	19.44512	19.76583	20.19448	19.95731
P40055;REV__P69850	NaN	NaN	NaN	18.5141	18.44698	18.12434	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.61141	18.48373	NaN	NaN	NaN	NaN	NaN	NaN	18.41014	18.50448	18.56134	NaN	NaN	NaN
P40056	NaN	NaN	NaN	16.8012	16.8359	17.05144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.69139	NaN	NaN	NaN	NaN	NaN	NaN	16.63764	16.52376	16.49132	NaN	NaN	NaN
P40066	NaN	NaN	NaN	18.14897	18.24172	17.93612	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.01204	18.2322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.0164	18.04735	NaN	NaN	NaN
P40069	22.86149	22.62645	22.64214	23.09071	23.09141	22.93479	22.95637	23.13042	22.94767	22.40541	22.68665	22.46161	22.78728	22.97991	22.86469	22.82178	22.93878	22.89045	22.83528	22.51492	22.41493	22.72328	22.96296	22.93121	22.96951	23.08219	22.85255
P40070	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.16141
P40075	22.23324	22.53512	22.43138	21.58022	21.7362	21.81284	22.15715	22.37573	22.53376	22.42524	22.68878	22.36824	21.71595	22.00405	21.70999	22.20332	22.43048	22.32751	22.28159	22.11359	22.30182	21.57524	21.71053	22.08193	22.11563	22.47662	22.30778
P40078	NaN	NaN	NaN	18.31628	18.54702	18.35307	NaN	NaN	NaN	NaN	NaN	NaN	18.42275	18.35035	18.32254	NaN	NaN	NaN	NaN	NaN	NaN	18.08472	18.17597	18.24693	NaN	NaN	NaN
P40079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.94627	NaN	NaN	NaN	NaN	NaN
P40087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.02161	NaN	NaN	NaN	NaN	NaN
P40088	NaN	NaN	NaN	19.52262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.82417	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P40093	NaN	NaN	NaN	20.09687	20.0466	20.19592	19.52541	19.63736	19.80382	NaN	NaN	NaN	19.90927	19.98843	20.08771	19.80686	19.76289	19.88241	NaN	NaN	NaN	20.18846	20.09713	20.00785	19.68022	19.89738	19.347
P40096	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.79659	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P40106	20.6398	NaN	NaN	19.64653	NaN	NaN	NaN	NaN	NaN	20.72983	NaN	NaN	NaN	20.20467	20.24272	NaN	NaN	NaN	NaN	NaN	NaN	19.88168	20.02621	NaN	NaN	NaN	NaN
P40150	27.46894	27.91177	27.9368	28.02797	28.00919	27.86968	27.81982	27.91416	27.88367	27.9266	27.74477	28.05709	27.79284	27.86597	27.83635	27.71234	27.83256	27.88227	27.45183	27.94134	27.59484	27.702	27.79067	27.7656	27.76793	28.18768	27.8642
P40159	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.85895	NaN	NaN	NaN
P40160	NaN	18.68962	19.47437	18.59976	18.83232	18.70516	NaN	NaN	NaN	NaN	NaN	NaN	18.69771	18.52543	18.67031	NaN	NaN	NaN	18.51345	18.52516	NaN	18.65707	18.61956	18.76231	NaN	NaN	NaN
P40161	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.53825	NaN	NaN	NaN
P40185	22.33254	21.58829	22.19147	21.77896	22.15143	22.40958	22.25923	22.52289	22.33235	22.10843	22.57323	22.25384	22.07673	22.14249	22.1553	22.21083	22.55354	22.40857	21.046	21.67599	22.16303	22.01403	21.99189	22.31166	22.34142	22.44824	22.31088
P40202	NaN	NaN	NaN	20.97617	20.60612	20.61791	20.42614	20.67012	20.28715	NaN	NaN	NaN	20.84007	20.50106	20.79114	20.37539	20.07574	20.33254	NaN	NaN	NaN	20.6862	20.45974	20.33495	20.35746	20.98211	20.3497
Q12690;P40212	26.76888	26.4165	26.20967	25.75906	25.91331	25.97697	26.05211	25.32985	25.70893	26.49346	26.83774	26.85139	26.04953	26.0598	26.14346	25.9867	25.5285	25.66733	26.11987	26.62881	26.6971	26.09406	26.16758	25.9597	25.81514	25.23922	25.58626
P40215	NaN	NaN	NaN	19.76338	NaN	20.12313	20.2227	19.99092	19.90079	NaN	NaN	NaN	NaN	20.00758	20.08187	20.04153	19.88861	20.11299	NaN	NaN	NaN	19.77806	NaN	19.98885	20.09236	19.70452	19.78856
P40217	21.16165	21.74082	21.57496	21.65119	21.62225	21.52836	21.83418	21.62836	21.70658	22.06884	22.05956	21.70531	21.4761	21.24934	21.38416	21.72779	21.76251	21.74903	20.97799	21.8723	21.95372	21.51316	21.54816	21.53251	21.6999	21.63192	21.75703
P40302	21.55366	21.29704	21.21258	20.87658	21.04374	21.059	21.09751	21.10725	21.28642	21.67749	21.93891	21.74123	20.98419	21.08421	21.29373	21.04086	21.37321	21.44577	21.43599	21.58852	21.64597	21.15066	20.98134	21.10457	20.93114	21.36453	21.3309
P40303	NaN	20.24039	20.07535	20.17877	20.28195	20.52573	19.77494	19.5375	NaN	NaN	NaN	NaN	20.22964	20.08395	19.93129	19.89272	NaN	NaN	20.44476	NaN	20.34028	20.30541	20.13396	20.17011	19.88547	NaN	NaN
P40312	NaN	19.39663	19.37691	NaN	NaN	NaN	NaN	18.7267	NaN	NaN	19.29672	19.60368	NaN	NaN	NaN	NaN	18.8988	NaN	NaN	19.00014	19.50246	NaN	NaN	NaN	18.94037	18.70927	NaN
P40318	NaN	NaN	NaN	18.25718	17.3581	16.93457	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P40319	NaN	NaN	NaN	19.61847	19.92914	20.21904	20.33538	20.56141	20.19856	NaN	NaN	NaN	19.93116	20.04153	19.89073	19.99493	20.4915	20.53725	NaN	NaN	NaN	19.73104	20.09249	20.11464	20.20741	20.26453	20.3596
P40327	20.16717	20.18217	NaN	19.7972	20.29726	20.4495	20.58261	20.48227	20.54877	19.85757	20.61612	20.74993	20.01482	20.42008	20.42214	20.69727	20.72817	20.39048	NaN	20.34819	20.63609	20.18338	20.5198	20.56197	20.51374	20.69676	20.239
P40348	NaN	NaN	NaN	NaN	18.32378	18.24456	NaN	18.18718	NaN	NaN	NaN	NaN	18.09197	18.39519	18.08358	NaN	NaN	NaN	NaN	NaN	NaN	18.4974	18.35604	NaN	NaN	NaN	NaN
P40362	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.48668	NaN	NaN	NaN	NaN	NaN	NaN
P40413	21.18126	21.503	21.27662	21.27714	21.08258	21.08472	20.9356	20.97876	20.93308	21.21644	20.70193	20.85825	21.0312	21.08193	21.18761	20.92738	20.97575	21.00415	20.99728	21.14936	20.7021	21.1187	20.85734	20.85293	20.98412	21.08408	20.8212
P40414	NaN	18.65239	NaN	19.04966	NaN	19.60161	20.07535	19.76109	19.95305	NaN	18.53461	18.32611	19.20187	19.32957	NaN	20.08965	19.95106	19.94221	NaN	NaN	NaN	19.13536	NaN	NaN	19.93919	19.78641	19.93272
P40422	NaN	NaN	NaN	19.71406	19.58068	19.43888	NaN	NaN	NaN	NaN	NaN	NaN	19.65967	19.76903	19.40566	NaN	NaN	NaN	NaN	NaN	NaN	19.67914	19.5467	19.21622	NaN	NaN	NaN
P40462	NaN	NaN	NaN	17.20017	17.05378	16.8938	NaN	NaN	NaN	NaN	NaN	NaN	16.79614	16.89451	16.91322	NaN	NaN	NaN	NaN	NaN	NaN	16.76875	16.69166	16.89498	NaN	NaN	NaN
P40477	NaN	NaN	NaN	18.97102	18.9219	18.81644	NaN	NaN	NaN	NaN	NaN	NaN	18.74691	18.66768	18.84252	NaN	NaN	NaN	NaN	NaN	NaN	18.5056	18.42702	18.69636	NaN	NaN	NaN
P40482	20.81472	20.77064	20.59094	20.69362	20.36035	20.68723	20.71758	20.63529	20.52468	20.67564	20.96452	20.88122	20.62364	20.78109	20.70219	20.91408	20.67582	20.56885	NaN	21.14526	20.90397	20.78915	20.54934	20.54208	20.74329	20.57902	20.56923
P40483	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.61317	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P40495	20.67012	20.2558	20.25546	20.9648	21.172	21.15598	21.23608	21.82131	21.73785	20.51547	20.12742	20.65097	20.97554	21.17925	21.16576	21.60562	21.84583	21.52984	20.56486	20.50523	20.94127	20.97932	21.17371	21.21656	21.13182	22.06507	21.29715
P40509	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.50242
P40510	NaN	NaN	NaN	18.41134	18.6622	18.59558	19.05269	NaN	19.33383	NaN	NaN	NaN	19.05189	19.11034	18.8291	19.26064	19.47657	NaN	NaN	NaN	NaN	NaN	19.07796	NaN	19.14203	NaN	NaN
P40513	NaN	NaN	NaN	18.75581	NaN	18.66425	18.81447	19.57913	19.34191	NaN	NaN	NaN	18.54457	18.71011	NaN	18.80228	19.36359	19.20428	NaN	NaN	NaN	18.55086	NaN	18.595	18.91544	19.37861	19.21414
